Run,Age,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Consent,Cultivar,DATASTORE filetype,DATASTORE provider,DATASTORE region,dev_stage,Ecotype,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,Isolate,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study,tissue
SRR17894124,27 days,WGS,299,1191802202,PRJNA803765,SAMN25686931,Plant,439644759,WUHAN UNIVERSITY,public,japonica,"fastq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",vegetative phase,not applicable,SRX14052984,China,Asia,China:Wuhan,Illumina HiSeq 2500,R191,R191,PAIRED,RANDOM,GENOMIC,Oryza sativa Japonica Group,ILLUMINA,2022-02-05T00:00:00Z,R191,SRP358511,blade
SRR17894125,27 days,WGS,299,1302093200,PRJNA803765,SAMN25686930,Plant,461197438,WUHAN UNIVERSITY,public,japonica,"fastq,sra","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",vegetative phase,not applicable,SRX14052983,China,Asia,China:Wuhan,Illumina HiSeq 2500,R190,R190,PAIRED,RANDOM,GENOMIC,Oryza sativa Japonica Group,ILLUMINA,2022-02-05T00:00:00Z,R190,SRP358511,blade
SRR17894126,27 days,WGS,299,1469406664,PRJNA803765,SAMN25686929,Plant,524592149,WUHAN UNIVERSITY,public,japonica,"sra,fastq","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",vegetative phase,not applicable,SRX14052982,China,Asia,China:Wuhan,Illumina HiSeq 2500,R18,R18,PAIRED,RANDOM,GENOMIC,Oryza sativa Japonica Group,ILLUMINA,2022-02-05T00:00:00Z,R18,SRP358511,blade
SRR17894127,27 days,WGS,299,1184142568,PRJNA803765,SAMN25686928,Plant,433386857,WUHAN UNIVERSITY,public,japonica,"sra,fastq","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",vegetative phase,not applicable,SRX14052981,China,Asia,China:Wuhan,Illumina HiSeq 2500,R189,R189,PAIRED,RANDOM,GENOMIC,Oryza sativa Japonica Group,ILLUMINA,2022-02-05T00:00:00Z,R189,SRP358511,blade
SRR17894128,27 days,WGS,299,1135574836,PRJNA803765,SAMN25686927,Plant,416117180,WUHAN UNIVERSITY,public,japonica,"sra,fastq","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",vegetative phase,not applicable,SRX14052980,China,Asia,China:Wuhan,Illumina HiSeq 2500,R188,R188,PAIRED,RANDOM,GENOMIC,Oryza sativa Japonica Group,ILLUMINA,2022-02-05T00:00:00Z,R188,SRP358511,blade
SRR17894129,27 days,WGS,299,1245339078,PRJNA803765,SAMN25686926,Plant,462213648,WUHAN UNIVERSITY,public,japonica,"sra,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",vegetative phase,not applicable,SRX14052979,China,Asia,China:Wuhan,Illumina HiSeq 2500,R187,R187,PAIRED,RANDOM,GENOMIC,Oryza sativa Japonica Group,ILLUMINA,2022-02-05T00:00:00Z,R187,SRP358511,blade
SRR17894130,27 days,WGS,299,1238760418,PRJNA803765,SAMN25686925,Plant,459886252,WUHAN UNIVERSITY,public,japonica,"sra,fastq","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",vegetative phase,not applicable,SRX14052978,China,Asia,China:Wuhan,Illumina HiSeq 2500,R186,R186,PAIRED,RANDOM,GENOMIC,Oryza sativa Japonica Group,ILLUMINA,2022-02-05T00:00:00Z,R186,SRP358511,blade
SRR17894131,27 days,WGS,299,1829840152,PRJNA803765,SAMN25686924,Plant,677939647,WUHAN UNIVERSITY,public,japonica,"sra,fastq","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",vegetative phase,not applicable,SRX14052977,China,Asia,China:Wuhan,Illumina HiSeq 2500,R185,R185,PAIRED,RANDOM,GENOMIC,Oryza sativa Japonica Group,ILLUMINA,2022-02-05T00:00:00Z,R185,SRP358511,blade
SRR17894132,27 days,WGS,299,1467513636,PRJNA803765,SAMN25686923,Plant,578416996,WUHAN UNIVERSITY,public,japonica,"sra,fastq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",vegetative phase,not applicable,SRX14052976,China,Asia,China:Wuhan,Illumina HiSeq 2500,R184,R184,PAIRED,RANDOM,GENOMIC,Oryza sativa Japonica Group,ILLUMINA,2022-02-05T00:00:00Z,R184,SRP358511,blade
SRR17894133,27 days,WGS,299,1323791050,PRJNA803765,SAMN25686922,Plant,537178895,WUHAN UNIVERSITY,public,japonica,"fastq,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",vegetative phase,not applicable,SRX14052975,China,Asia,China:Wuhan,Illumina HiSeq 2500,R183,R183,PAIRED,RANDOM,GENOMIC,Oryza sativa Japonica Group,ILLUMINA,2022-02-05T00:00:00Z,R183,SRP358511,blade
SRR17894134,27 days,WGS,299,1718281528,PRJNA803765,SAMN25686872,Plant,715006228,WUHAN UNIVERSITY,public,japonica,"fastq,sra","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",vegetative phase,not applicable,SRX14052974,China,Asia,China:Wuhan,Illumina HiSeq 2500,R138,R138,PAIRED,RANDOM,GENOMIC,Oryza sativa Japonica Group,ILLUMINA,2022-02-05T00:00:00Z,R138,SRP358511,blade
SRR17894135,27 days,WGS,299,1283514400,PRJNA803765,SAMN25686827,Plant,459648798,WUHAN UNIVERSITY,public,japonica,"sra,fastq","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",vegetative phase,not applicable,SRX14052973,China,Asia,China:Wuhan,Illumina HiSeq 2500,R06,R06,PAIRED,RANDOM,GENOMIC,Oryza sativa Japonica Group,ILLUMINA,2022-02-05T00:00:00Z,R06,SRP358511,blade
SRR17894136,27 days,WGS,299,1776025712,PRJNA803765,SAMN25686871,Plant,772068944,WUHAN UNIVERSITY,public,japonica,"sra,fastq","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",vegetative phase,not applicable,SRX14052972,China,Asia,China:Wuhan,Illumina HiSeq 2500,R137,R137,PAIRED,RANDOM,GENOMIC,Oryza sativa Japonica Group,ILLUMINA,2022-02-05T00:00:00Z,R137,SRP358511,blade
SRR17894137,27 days,WGS,299,1923168648,PRJNA803765,SAMN25686870,Plant,813426455,WUHAN UNIVERSITY,public,japonica,"sra,fastq","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",vegetative phase,not applicable,SRX14052971,China,Asia,China:Wuhan,Illumina HiSeq 2500,R136,R136,PAIRED,RANDOM,GENOMIC,Oryza sativa Japonica Group,ILLUMINA,2022-02-05T00:00:00Z,R136,SRP358511,blade
SRR17894138,27 days,WGS,299,1868702116,PRJNA803765,SAMN25686869,Plant,794977516,WUHAN UNIVERSITY,public,japonica,"sra,fastq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",vegetative phase,not applicable,SRX14052970,China,Asia,China:Wuhan,Illumina HiSeq 2500,R135,R135,PAIRED,RANDOM,GENOMIC,Oryza sativa Japonica Group,ILLUMINA,2022-02-05T00:00:00Z,R135,SRP358511,blade
SRR17894139,27 days,WGS,299,1809873638,PRJNA803765,SAMN25686868,Plant,775756178,WUHAN UNIVERSITY,public,japonica,"sra,fastq","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",vegetative phase,not applicable,SRX14052969,China,Asia,China:Wuhan,Illumina HiSeq 2500,R134,R134,PAIRED,RANDOM,GENOMIC,Oryza sativa Japonica Group,ILLUMINA,2022-02-05T00:00:00Z,R134,SRP358511,blade
SRR17894140,27 days,WGS,299,1651827052,PRJNA803765,SAMN25686867,Plant,696678272,WUHAN UNIVERSITY,public,japonica,"sra,fastq","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",vegetative phase,not applicable,SRX14052968,China,Asia,China:Wuhan,Illumina HiSeq 2500,R133,R133,PAIRED,RANDOM,GENOMIC,Oryza sativa Japonica Group,ILLUMINA,2022-02-05T00:00:00Z,R133,SRP358511,blade
SRR17894141,27 days,WGS,299,2081837392,PRJNA803765,SAMN25686866,Plant,878591818,WUHAN UNIVERSITY,public,japonica,"sra,fastq","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",vegetative phase,not applicable,SRX14052967,China,Asia,China:Wuhan,Illumina HiSeq 2500,R132,R132,PAIRED,RANDOM,GENOMIC,Oryza sativa Japonica Group,ILLUMINA,2022-02-05T00:00:00Z,R132,SRP358511,blade
SRR17894142,27 days,WGS,299,1328024840,PRJNA803765,SAMN25686865,Plant,503561593,WUHAN UNIVERSITY,public,japonica,"sra,fastq","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",vegetative phase,not applicable,SRX14052966,China,Asia,China:Wuhan,Illumina HiSeq 2500,R131,R131,PAIRED,RANDOM,GENOMIC,Oryza sativa Japonica Group,ILLUMINA,2022-02-05T00:00:00Z,R131,SRP358511,blade
SRR17894143,27 days,WGS,299,1367805396,PRJNA803765,SAMN25686864,Plant,518248269,WUHAN UNIVERSITY,public,japonica,"fastq,sra","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",vegetative phase,not applicable,SRX14052965,China,Asia,China:Wuhan,Illumina HiSeq 2500,R130,R130,PAIRED,RANDOM,GENOMIC,Oryza sativa Japonica Group,ILLUMINA,2022-02-05T00:00:00Z,R130,SRP358511,blade
SRR17894144,27 days,WGS,299,1356799424,PRJNA803765,SAMN25686863,Plant,494824601,WUHAN UNIVERSITY,public,japonica,"fastq,sra","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",vegetative phase,not applicable,SRX14052964,China,Asia,China:Wuhan,Illumina HiSeq 2500,R12,R12,PAIRED,RANDOM,GENOMIC,Oryza sativa Japonica Group,ILLUMINA,2022-02-05T00:00:00Z,R12,SRP358511,blade
SRR17894145,27 days,WGS,299,1359684040,PRJNA803765,SAMN25686862,Plant,516348784,WUHAN UNIVERSITY,public,japonica,"sra,fastq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",vegetative phase,not applicable,SRX14052963,China,Asia,China:Wuhan,Illumina HiSeq 2500,R129,R129,PAIRED,RANDOM,GENOMIC,Oryza sativa Japonica Group,ILLUMINA,2022-02-05T00:00:00Z,R129,SRP358511,blade
SRR17894146,27 days,WGS,299,1356358000,PRJNA803765,SAMN25686826,Plant,482916257,WUHAN UNIVERSITY,public,japonica,"sra,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",vegetative phase,not applicable,SRX14052962,China,Asia,China:Wuhan,Illumina HiSeq 2500,R05,R05,PAIRED,RANDOM,GENOMIC,Oryza sativa Japonica Group,ILLUMINA,2022-02-05T00:00:00Z,R05,SRP358511,blade
SRR17894147,27 days,WGS,299,1397152480,PRJNA803765,SAMN25686861,Plant,534100684,WUHAN UNIVERSITY,public,japonica,"fastq,sra","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",vegetative phase,not applicable,SRX14052961,China,Asia,China:Wuhan,Illumina HiSeq 2500,R128,R128,PAIRED,RANDOM,GENOMIC,Oryza sativa Japonica Group,ILLUMINA,2022-02-05T00:00:00Z,R128,SRP358511,blade
SRR17894148,27 days,WGS,299,1534286488,PRJNA803765,SAMN25686860,Plant,585122632,WUHAN UNIVERSITY,public,japonica,"fastq,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",vegetative phase,not applicable,SRX14052960,China,Asia,China:Wuhan,Illumina HiSeq 2500,R127,R127,PAIRED,RANDOM,GENOMIC,Oryza sativa Japonica Group,ILLUMINA,2022-02-05T00:00:00Z,R127,SRP358511,blade
SRR17894149,27 days,WGS,299,1321464866,PRJNA803765,SAMN25686859,Plant,503528582,WUHAN UNIVERSITY,public,japonica,"fastq,sra","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",vegetative phase,not applicable,SRX14052959,China,Asia,China:Wuhan,Illumina HiSeq 2500,R126,R126,PAIRED,RANDOM,GENOMIC,Oryza sativa Japonica Group,ILLUMINA,2022-02-05T00:00:00Z,R126,SRP358511,blade
SRR17894150,27 days,WGS,299,1379576806,PRJNA803765,SAMN25686858,Plant,523806954,WUHAN UNIVERSITY,public,japonica,"fastq,sra","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",vegetative phase,not applicable,SRX14052958,China,Asia,China:Wuhan,Illumina HiSeq 2500,R125,R125,PAIRED,RANDOM,GENOMIC,Oryza sativa Japonica Group,ILLUMINA,2022-02-05T00:00:00Z,R125,SRP358511,blade
SRR17894151,27 days,WGS,299,1342159226,PRJNA803765,SAMN25686857,Plant,515034646,WUHAN UNIVERSITY,public,japonica,"fastq,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",vegetative phase,not applicable,SRX14052957,China,Asia,China:Wuhan,Illumina HiSeq 2500,R124,R124,PAIRED,RANDOM,GENOMIC,Oryza sativa Japonica Group,ILLUMINA,2022-02-05T00:00:00Z,R124,SRP358511,blade
SRR17894152,27 days,WGS,299,1405185600,PRJNA803765,SAMN25686856,Plant,540091773,WUHAN UNIVERSITY,public,japonica,"sra,fastq","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",vegetative phase,not applicable,SRX14052956,China,Asia,China:Wuhan,Illumina HiSeq 2500,R123,R123,PAIRED,RANDOM,GENOMIC,Oryza sativa Japonica Group,ILLUMINA,2022-02-05T00:00:00Z,R123,SRP358511,blade
SRR17894153,27 days,WGS,299,1209013590,PRJNA803765,SAMN25686855,Plant,462146652,WUHAN UNIVERSITY,public,japonica,"fastq,sra","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",vegetative phase,not applicable,SRX14052955,China,Asia,China:Wuhan,Illumina HiSeq 2500,R122,R122,PAIRED,RANDOM,GENOMIC,Oryza sativa Japonica Group,ILLUMINA,2022-02-05T00:00:00Z,R122,SRP358511,blade
SRR17894154,27 days,WGS,299,1415044552,PRJNA803765,SAMN25686854,Plant,539271817,WUHAN UNIVERSITY,public,japonica,"fastq,sra","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",vegetative phase,not applicable,SRX14052954,China,Asia,China:Wuhan,Illumina HiSeq 2500,R121,R121,PAIRED,RANDOM,GENOMIC,Oryza sativa Japonica Group,ILLUMINA,2022-02-05T00:00:00Z,R121,SRP358511,blade
SRR17894155,27 days,WGS,299,1416008840,PRJNA803765,SAMN25686853,Plant,532880756,WUHAN UNIVERSITY,public,japonica,"fastq,sra","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",vegetative phase,not applicable,SRX14052953,China,Asia,China:Wuhan,Illumina HiSeq 2500,R120,R120,PAIRED,RANDOM,GENOMIC,Oryza sativa Japonica Group,ILLUMINA,2022-02-05T00:00:00Z,R120,SRP358511,blade
SRR17894156,27 days,WGS,299,1343188290,PRJNA803765,SAMN25686852,Plant,490216744,WUHAN UNIVERSITY,public,japonica,"sra,fastq","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",vegetative phase,not applicable,SRX14052952,China,Asia,China:Wuhan,Illumina HiSeq 2500,R11,R11,PAIRED,RANDOM,GENOMIC,Oryza sativa Japonica Group,ILLUMINA,2022-02-05T00:00:00Z,R11,SRP358511,blade
SRR17894157,27 days,WGS,299,1453356088,PRJNA803765,SAMN25686825,Plant,522898470,WUHAN UNIVERSITY,public,japonica,"sra,fastq","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",vegetative phase,not applicable,SRX14052951,China,Asia,China:Wuhan,Illumina HiSeq 2500,R04,R04,PAIRED,RANDOM,GENOMIC,Oryza sativa Japonica Group,ILLUMINA,2022-02-05T00:00:00Z,R04,SRP358511,blade
SRR17894158,27 days,WGS,299,1232011892,PRJNA803765,SAMN25686921,Plant,454647474,WUHAN UNIVERSITY,public,japonica,"sra,fastq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",vegetative phase,not applicable,SRX14052950,China,Asia,China:Wuhan,Illumina HiSeq 2500,R182,R182,PAIRED,RANDOM,GENOMIC,Oryza sativa Japonica Group,ILLUMINA,2022-02-05T00:00:00Z,R182,SRP358511,blade
SRR17894159,27 days,WGS,299,1269388048,PRJNA803765,SAMN25686920,Plant,469305756,WUHAN UNIVERSITY,public,japonica,"sra,fastq","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",vegetative phase,not applicable,SRX14052949,China,Asia,China:Wuhan,Illumina HiSeq 2500,R181,R181,PAIRED,RANDOM,GENOMIC,Oryza sativa Japonica Group,ILLUMINA,2022-02-05T00:00:00Z,R181,SRP358511,blade
SRR17894160,27 days,WGS,299,1113420326,PRJNA803765,SAMN25686919,Plant,408334388,WUHAN UNIVERSITY,public,japonica,"sra,fastq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",vegetative phase,not applicable,SRX14052948,China,Asia,China:Wuhan,Illumina HiSeq 2500,R180,R180,PAIRED,RANDOM,GENOMIC,Oryza sativa Japonica Group,ILLUMINA,2022-02-05T00:00:00Z,R180,SRP358511,blade
SRR17894161,27 days,WGS,299,1385843304,PRJNA803765,SAMN25686918,Plant,509137368,WUHAN UNIVERSITY,public,japonica,"sra,fastq","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",vegetative phase,not applicable,SRX14052947,China,Asia,China:Wuhan,Illumina HiSeq 2500,R17,R17,PAIRED,RANDOM,GENOMIC,Oryza sativa Japonica Group,ILLUMINA,2022-02-05T00:00:00Z,R17,SRP358511,blade
SRR17894162,27 days,WGS,299,1164969340,PRJNA803765,SAMN25686917,Plant,427657417,WUHAN UNIVERSITY,public,japonica,"sra,fastq","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",vegetative phase,not applicable,SRX14052946,China,Asia,China:Wuhan,Illumina HiSeq 2500,R179,R179,PAIRED,RANDOM,GENOMIC,Oryza sativa Japonica Group,ILLUMINA,2022-02-05T00:00:00Z,R179,SRP358511,blade
SRR17894163,27 days,WGS,299,1448751886,PRJNA803765,SAMN25686851,Plant,551116814,WUHAN UNIVERSITY,public,japonica,"fastq,sra","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",vegetative phase,not applicable,SRX14052945,China,Asia,China:Wuhan,Illumina HiSeq 2500,R119,R119,PAIRED,RANDOM,GENOMIC,Oryza sativa Japonica Group,ILLUMINA,2022-02-05T00:00:00Z,R119,SRP358511,blade
SRR17894164,27 days,WGS,299,1280125892,PRJNA803765,SAMN25686850,Plant,491364642,WUHAN UNIVERSITY,public,japonica,"fastq,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",vegetative phase,not applicable,SRX14052944,China,Asia,China:Wuhan,Illumina HiSeq 2500,R118,R118,PAIRED,RANDOM,GENOMIC,Oryza sativa Japonica Group,ILLUMINA,2022-02-05T00:00:00Z,R118,SRP358511,blade
SRR17894165,27 days,WGS,299,1377777042,PRJNA803765,SAMN25687093,Plant,527234378,WUHAN UNIVERSITY,public,japonica,"sra,fastq","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",vegetative phase,not applicable,SRX14052943,China,Asia,China:Wuhan,Illumina HiSeq 2500,R99,R99,PAIRED,RANDOM,GENOMIC,Oryza sativa Japonica Group,ILLUMINA,2022-02-05T00:00:00Z,R99,SRP358511,blade
SRR17894166,27 days,WGS,299,1426384356,PRJNA803765,SAMN25687092,Plant,537516905,WUHAN UNIVERSITY,public,japonica,"sra,fastq","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",vegetative phase,not applicable,SRX14052942,China,Asia,China:Wuhan,Illumina HiSeq 2500,R98,R98,PAIRED,RANDOM,GENOMIC,Oryza sativa Japonica Group,ILLUMINA,2022-02-05T00:00:00Z,R98,SRP358511,blade
SRR17894167,27 days,WGS,299,1366686134,PRJNA803765,SAMN25686849,Plant,521394581,WUHAN UNIVERSITY,public,japonica,"fastq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",vegetative phase,not applicable,SRX14052941,China,Asia,China:Wuhan,Illumina HiSeq 2500,R117,R117,PAIRED,RANDOM,GENOMIC,Oryza sativa Japonica Group,ILLUMINA,2022-02-05T00:00:00Z,R117,SRP358511,blade
SRR17894168,27 days,WGS,299,1430727854,PRJNA803765,SAMN25687091,Plant,551407179,WUHAN UNIVERSITY,public,japonica,"sra,fastq","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",vegetative phase,not applicable,SRX14052940,China,Asia,China:Wuhan,Illumina HiSeq 2500,R97,R97,PAIRED,RANDOM,GENOMIC,Oryza sativa Japonica Group,ILLUMINA,2022-02-05T00:00:00Z,R97,SRP358511,blade
SRR17894169,27 days,WGS,299,1702888024,PRJNA803765,SAMN25687090,Plant,649828734,WUHAN UNIVERSITY,public,japonica,"fastq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",vegetative phase,not applicable,SRX14052939,China,Asia,China:Wuhan,Illumina HiSeq 2500,R96,R96,PAIRED,RANDOM,GENOMIC,Oryza sativa Japonica Group,ILLUMINA,2022-02-05T00:00:00Z,R96,SRP358511,blade
SRR17894170,27 days,WGS,299,1538449914,PRJNA803765,SAMN25687089,Plant,588969780,WUHAN UNIVERSITY,public,japonica,"fastq,sra","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",vegetative phase,not applicable,SRX14052938,China,Asia,China:Wuhan,Illumina HiSeq 2500,R95,R95,PAIRED,RANDOM,GENOMIC,Oryza sativa Japonica Group,ILLUMINA,2022-02-05T00:00:00Z,R95,SRP358511,blade
SRR17894171,27 days,WGS,299,1571879232,PRJNA803765,SAMN25687088,Plant,604905695,WUHAN UNIVERSITY,public,japonica,"fastq,sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",vegetative phase,not applicable,SRX14052937,China,Asia,China:Wuhan,Illumina HiSeq 2500,R94,R94,PAIRED,RANDOM,GENOMIC,Oryza sativa Japonica Group,ILLUMINA,2022-02-05T00:00:00Z,R94,SRP358511,blade
SRR17894172,27 days,WGS,299,1594100990,PRJNA803765,SAMN25687087,Plant,608902552,WUHAN UNIVERSITY,public,japonica,"fastq,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",vegetative phase,not applicable,SRX14052936,China,Asia,China:Wuhan,Illumina HiSeq 2500,R93,R93,PAIRED,RANDOM,GENOMIC,Oryza sativa Japonica Group,ILLUMINA,2022-02-05T00:00:00Z,R93,SRP358511,blade
SRR17894173,27 days,WGS,299,1428343578,PRJNA803765,SAMN25687086,Plant,547296981,WUHAN UNIVERSITY,public,japonica,"fastq,sra","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",vegetative phase,not applicable,SRX14052935,China,Asia,China:Wuhan,Illumina HiSeq 2500,R92,R92,PAIRED,RANDOM,GENOMIC,Oryza sativa Japonica Group,ILLUMINA,2022-02-05T00:00:00Z,R92,SRP358511,blade
SRR17894174,27 days,WGS,299,1517919548,PRJNA803765,SAMN25687085,Plant,585186658,WUHAN UNIVERSITY,public,japonica,"fastq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",vegetative phase,not applicable,SRX14052934,China,Asia,China:Wuhan,Illumina HiSeq 2500,R91,R91,PAIRED,RANDOM,GENOMIC,Oryza sativa Japonica Group,ILLUMINA,2022-02-05T00:00:00Z,R91,SRP358511,blade
SRR17894175,27 days,WGS,299,1357923202,PRJNA803765,SAMN25687084,Plant,514712641,WUHAN UNIVERSITY,public,japonica,"sra,fastq","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",vegetative phase,not applicable,SRX14052933,China,Asia,China:Wuhan,Illumina HiSeq 2500,R90,R90,PAIRED,RANDOM,GENOMIC,Oryza sativa Japonica Group,ILLUMINA,2022-02-05T00:00:00Z,R90,SRP358511,blade
SRR17894176,27 days,WGS,299,1525763644,PRJNA803765,SAMN25687083,Plant,590120727,WUHAN UNIVERSITY,public,japonica,"sra,fastq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",vegetative phase,not applicable,SRX14052932,China,Asia,China:Wuhan,Illumina HiSeq 2500,R89,R89,PAIRED,RANDOM,GENOMIC,Oryza sativa Japonica Group,ILLUMINA,2022-02-05T00:00:00Z,R89,SRP358511,blade
SRR17894177,27 days,WGS,299,1535818220,PRJNA803765,SAMN25687082,Plant,587844847,WUHAN UNIVERSITY,public,japonica,"sra,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",vegetative phase,not applicable,SRX14052931,China,Asia,China:Wuhan,Illumina HiSeq 2500,R88,R88,PAIRED,RANDOM,GENOMIC,Oryza sativa Japonica Group,ILLUMINA,2022-02-05T00:00:00Z,R88,SRP358511,blade
SRR17894178,27 days,WGS,299,1299316282,PRJNA803765,SAMN25686848,Plant,503996461,WUHAN UNIVERSITY,public,japonica,"sra,fastq","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",vegetative phase,not applicable,SRX14052930,China,Asia,China:Wuhan,Illumina HiSeq 2500,R116,R116,PAIRED,RANDOM,GENOMIC,Oryza sativa Japonica Group,ILLUMINA,2022-02-05T00:00:00Z,R116,SRP358511,blade
SRR17894179,27 days,WGS,299,1385211376,PRJNA803765,SAMN25687081,Plant,533448437,WUHAN UNIVERSITY,public,japonica,"fastq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",vegetative phase,not applicable,SRX14052929,China,Asia,China:Wuhan,Illumina HiSeq 2500,R87,R87,PAIRED,RANDOM,GENOMIC,Oryza sativa Japonica Group,ILLUMINA,2022-02-05T00:00:00Z,R87,SRP358511,blade
SRR17894180,27 days,WGS,299,1490185648,PRJNA803765,SAMN25687080,Plant,576911684,WUHAN UNIVERSITY,public,japonica,"fastq,sra","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",vegetative phase,not applicable,SRX14052928,China,Asia,China:Wuhan,Illumina HiSeq 2500,R86,R86,PAIRED,RANDOM,GENOMIC,Oryza sativa Japonica Group,ILLUMINA,2022-02-05T00:00:00Z,R86,SRP358511,blade
SRR17894181,27 days,WGS,299,1743718666,PRJNA803765,SAMN25687079,Plant,708137138,WUHAN UNIVERSITY,public,japonica,"fastq,sra","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",vegetative phase,not applicable,SRX14052927,China,Asia,China:Wuhan,Illumina HiSeq 2500,R85,R85,PAIRED,RANDOM,GENOMIC,Oryza sativa Japonica Group,ILLUMINA,2022-02-05T00:00:00Z,R85,SRP358511,blade
SRR17894182,27 days,WGS,299,1634632830,PRJNA803765,SAMN25687078,Plant,626941307,WUHAN UNIVERSITY,public,japonica,"fastq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",vegetative phase,not applicable,SRX14052926,China,Asia,China:Wuhan,Illumina HiSeq 2500,R84,R84,PAIRED,RANDOM,GENOMIC,Oryza sativa Japonica Group,ILLUMINA,2022-02-05T00:00:00Z,R84,SRP358511,blade
SRR17894183,27 days,WGS,299,1561373174,PRJNA803765,SAMN25687077,Plant,594942125,WUHAN UNIVERSITY,public,japonica,"fastq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",vegetative phase,not applicable,SRX14052925,China,Asia,China:Wuhan,Illumina HiSeq 2500,R83,R83,PAIRED,RANDOM,GENOMIC,Oryza sativa Japonica Group,ILLUMINA,2022-02-05T00:00:00Z,R83,SRP358511,blade
SRR17894184,27 days,WGS,299,1520316968,PRJNA803765,SAMN25687076,Plant,581857538,WUHAN UNIVERSITY,public,japonica,"sra,fastq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",vegetative phase,not applicable,SRX14052924,China,Asia,China:Wuhan,Illumina HiSeq 2500,R82,R82,PAIRED,RANDOM,GENOMIC,Oryza sativa Japonica Group,ILLUMINA,2022-02-05T00:00:00Z,R82,SRP358511,blade
